TPSA MW FC BJ
73.34 309.37 0.2500 1.5586
80.73 419.48 0.3333 1.6944
96.77 491.59 0.4074 1.7081
92.34 466.58 0.0833 1.5613
55.13 326.36 0.0476 1.7626
68.06 296.33 0.1250 1.8364
33.09 370.50 0.3500 1.3458
67.43 368.82 0.1000 1.4859
54.88 373.48 0.2778 1.5087
87.18 438.58 0.6250 1.3480
63.24 275.33 0.0714 2.2856
72.24 306.32 0.0556 1.9884
55.40 379.50 0.5000 1.7507
21.26 311.81 0.2632 1.8474
43.09 207.30 0.1818 2.8442
89.07 388.43 0.2381 1.4837
41.13 283.15 0.0000 2.3504
112.99 364.28 0.5385 2.4887
61.53 354.44 0.1667 1.7766
103.78 402.40 0.1579 1.5896
80.65 230.18 0.0000 2.7472
72.28 405.50 0.3478 1.3047
51.45 296.37 0.2941 2.1271
98.66 348.36 0.0000 1.7722
64.80 388.37 0.2000 1.6372
45.23 383.54 0.3000 1.3220
73.83 295.35 0.3333 1.4451
90.70 312.28 0.0625 1.6308
97.27 277.37 0.5714 2.0859
38.33 293.73 0.1333 1.9575
66.49 479.02 0.3333 1.4278
63.57 341.41 0.3684 1.7220
59.39 354.45 0.5000 1.4140
82.92 224.26 0.6000 2.3866
35.94 382.55 0.5000 1.5995
92.67 342.83 0.6667 1.9980
122.24 424.41 0.1818 1.8665
120.13 437.38 0.0455 1.4877
71.09 247.30 0.4615 1.7504
84.94 436.56 0.3500 1.6912
46.92 322.21 0.2857 1.8912
78.00 359.35 0.4286 1.9052
68.40 371.41 0.2500 1.7337
54.88 269.41 0.7692 2.5610
95.69 450.54 0.3600 1.3625
105.14 422.49 0.3636 1.5144
43.18 458.58 0.4167 1.4811
73.35 333.34 0.0500 1.8134
37.38 327.75 0.5000 2.4195
37.38 243.35 0.4000 2.3468
52.57 317.44 0.7059 1.7038
53.01 360.50 0.6667 1.6034
73.49 296.38 0.4375 1.6488
81.16 297.36 0.7857 1.7499
65.98 258.20 0.2727 2.2447
59.00 417.93 0.4348 1.7224
92.31 433.47 0.2609 1.5869
55.84 397.50 0.1818 2.1026
67.35 368.48 0.4762 1.4988
49.62 366.25 0.2941 1.6563
40.54 390.71 0.0769 2.3992
69.72 353.49 0.5882 1.8572
66.48 380.90 0.2778 2.0460
32.26 275.44 0.6667 2.0825
62.91 421.42 0.3182 2.2653
54.88 343.48 0.3529 1.5133
70.59 387.51 0.4211 1.7679
78.51 339.46 0.5625 1.8919
46.17 410.77 0.2000 1.7811
119.56 489.89 0.3182 1.6103
50.80 340.42 0.3500 1.7386
79.08 371.44 0.4000 1.6972
59.75 407.44 0.2500 1.4882
55.20 361.51 0.6316 2.0872
23.55 354.47 0.4091 1.6906
66.92 386.47 0.3500 1.6767
67.98 316.41 0.5625 1.6294
104.81 495.60 0.2308 1.7165
58.36 257.29 0.2857 1.7903
56.79 321.76 0.1875 2.3096
52.23 310.40 0.4444 1.6266
88.60 437.93 0.2222 1.5762
90.92 433.29 0.1176 1.7130
86.69 369.45 0.3333 1.4298
81.47 356.76 0.0556 1.9845
99.69 403.47 0.1500 1.4100
76.59 336.35 0.2105 1.8236
64.11 403.50 0.2105 1.4449
81.16 319.32 0.0714 1.5368
68.74 356.43 0.4737 1.5296
86.71 366.48 0.6111 1.5683
76.66 432.52 0.2308 1.5883
66.06 337.40 0.0556 1.8286
58.85 333.43 0.6667 1.5499
56.79 335.79 0.2353 2.0988
50.80 449.26 0.3158 1.9609
75.86 301.39 0.5625 1.8334
29.10 327.78 0.1333 2.0418
41.99 302.20 0.0769 2.2782
57.69 322.36 0.2105 1.8390
21.70 365.50 0.2727 1.7111
65.96 433.25 0.2105 1.9164
101.62 359.36 0.1250 1.8903
62.66 380.47 0.2381 1.6993
92.34 306.28 0.0588 1.6558
50.60 376.46 0.2727 1.4473
71.74 362.44 0.2500 1.4731
61.69 366.16 0.0000 2.0081
81.75 428.92 0.3182 1.3231
34.15 378.47 0.1364 1.7271
61.68 467.64 0.5600 1.2418
91.90 413.23 0.0000 1.6719
83.14 314.34 0.1765 2.1693
66.48 427.28 0.1667 1.6324
55.09 369.51 0.6190 1.6194
83.99 368.45 0.5294 2.0745
66.89 424.46 0.0000 1.6187
105.53 450.52 0.1304 1.6191
83.54 352.44 0.3500 1.9211
69.16 266.35 0.7692 2.0759
104.21 459.38 0.1765 1.6893
86.48 339.35 0.1667 1.5028
66.92 461.34 0.3158 1.9366
32.78 404.62 0.7826 1.3225
106.53 483.55 0.1667 1.6845
54.88 339.40 0.0455 1.7162
98.10 332.32 0.1176 1.8440
86.71 401.22 0.0556 2.0161
49.41 348.86 0.2941 1.6436
114.94 444.50 0.2917 1.2503
38.33 434.33 0.2083 1.7445
79.37 427.50 0.1818 1.8214
78.87 479.61 0.4400 1.2833
84.73 314.37 0.1429 1.6099
95.12 462.91 0.1905 1.6741
83.28 351.41 0.3158 1.4549
62.39 387.89 0.1579 1.9724
59.39 464.65 0.6429 1.3379
82.57 365.39 0.1500 1.7550
101.34 341.37 0.2222 2.1228
55.40 397.52 0.1905 1.7429
81.25 369.47 0.5789 1.6159
33.29 340.37 0.1875 2.0814
116.36 368.35 0.1667 1.7102
21.70 277.41 0.6471 1.5946
29.10 239.75 0.4615 2.8974
35.50 348.56 0.7000 1.6793
66.48 370.84 0.2500 1.8875
102.15 277.31 0.0000 2.3464
49.85 302.37 0.5294 1.7469
30.49 223.32 0.5385 1.9253
51.47 315.41 0.4211 2.0804
52.31 328.42 0.1333 1.6486
52.47 263.27 0.0000 2.0480
60.03 440.58 0.5000 1.4493
127.73 433.42 0.1304 1.4738
38.33 323.31 0.2353 1.8147
56.15 299.37 0.4118 1.6826
48.15 331.17 0.0667 2.0205
41.88 280.78 0.1667 2.0931
58.20 324.42 0.4000 1.5690
91.32 348.43 0.4000 1.6295
51.13 493.03 0.1852 1.4978
38.92 275.11 0.0000 2.2327
70.67 414.53 0.1250 1.4534
78.85 313.39 0.1333 1.7190
67.87 432.55 0.2105 1.2792
55.45 270.36 0.0667 2.2432
88.91 335.80 0.3333 2.0773
32.67 319.62 0.3846 2.4879
32.34 356.47 0.2083 1.3294
56.75 460.60 0.3462 1.3039
51.91 380.24 0.3529 1.9348
94.57 342.35 0.2778 1.9899
113.28 273.25 0.0833 2.1161
55.56 250.34 0.5000 2.3403
42.24 273.38 0.4706 2.3243
32.78 356.44 0.3810 1.5385
86.15 343.43 0.5000 1.7960
78.53 370.45 0.4500 1.6101
76.27 379.46 0.3636 1.2834
76.02 376.46 0.2273 1.7541
40.62 336.48 0.3750 1.5585
29.96 265.23 0.1429 2.4752
38.13 379.43 0.6000 1.6915
89.20 346.42 0.4667 1.6439
75.70 355.19 0.4286 2.2081
55.63 279.35 0.1875 1.6812
66.48 418.95 0.2857 1.6394
110.01 427.48 0.2381 2.0233
87.20 462.11 0.0667 1.6655
96.30 482.18 0.1250 2.1501
85.33 343.20 0.1667 2.3127
55.84 482.78 0.2000 1.9539
56.07 329.38 0.2500 1.4436
70.16 389.48 0.4211 1.4494
93.73 418.39 0.2353 2.0576
59.81 334.40 0.0556 1.7232
84.50 298.36 0.4615 1.8953
76.68 387.51 0.3478 1.7009
67.43 367.23 0.1765 2.0508
49.33 276.38 0.6667 2.1763
68.82 477.40 0.3478 2.1565
55.40 346.24 0.1429 2.2991
53.01 368.48 0.4091 1.5701
37.61 357.87 0.1111 1.9929
21.70 333.86 0.3684 1.5577
100.38 314.30 0.1250 1.6070
56.15 393.53 0.4167 1.5683
51.22 388.90 0.1111 1.6300
103.78 418.86 0.1579 1.5896
103.86 451.57 0.3500 1.7609
81.47 382.80 0.0500 1.6309
80.12 381.46 0.2632 1.4360
91.16 391.79 0.1765 1.7000
75.29 375.86 0.4211 1.6686
61.88 382.41 0.2857 1.5040
20.31 342.30 0.5333 1.7019
59.39 454.57 0.3333 1.3292
74.97 306.31 0.3750 2.2230
70.67 336.37 0.2105 1.6846
84.22 310.15 0.1667 2.4996
66.57 358.82 0.2632 1.8326
58.20 300.33 0.1765 1.8832
29.10 354.66 0.2353 1.7316
114.94 454.54 0.1500 1.3616
54.37 427.55 0.2381 1.6825
38.05 162.19 0.2222 2.5484
47.14 374.42 0.0870 1.8397
92.78 468.98 0.3000 1.8972
76.46 345.79 0.2353 2.0666
84.94 430.53 0.4091 1.3648
50.16 402.54 0.3600 1.5549
58.36 367.47 0.3000 1.5512
57.92 306.75 0.3571 1.7648
66.84 361.82 0.2632 2.3114
57.12 421.40 0.0833 1.5829
82.82 316.31 0.2500 1.5659
32.78 389.29 0.3158 1.5806
58.20 404.54 0.2500 1.5794
70.75 245.23 0.0769 2.3732
69.16 286.33 0.4000 1.9716
78.43 421.55 0.5000 1.1688
37.38 275.39 0.5294 2.7874
75.21 488.59 0.3929 1.2791
49.77 345.83 0.3158 1.9036
71.00 357.80 0.1667 1.6219
95.05 369.45 0.1579 2.1028
41.13 278.71 0.0714 2.0515
67.43 326.40 0.2632 2.0582
89.35 343.39 0.4118 2.0172
62.30 341.39 0.2105 1.8719
110.63 274.24 0.0833 2.0682
77.57 320.15 0.0000 2.0803
93.94 295.30 0.4615 2.0358
41.74 431.58 0.4444 1.2232
38.77 291.39 0.5882 2.2061
69.04 336.39 0.3158 1.7625
80.04 367.46 0.4211 1.6893
47.56 271.32 0.1875 2.2111
102.07 356.43 0.5294 1.7359
84.67 300.34 0.1429 1.7012
83.91 359.40 0.1667 2.0772
100.43 362.43 0.7059 1.4735
51.02 376.50 0.4348 1.8696
115.81 401.38 0.0000 1.4458
80.56 407.54 0.5789 1.6887
76.46 384.48 0.4762 1.5465
69.78 358.40 0.2381 1.7607
67.60 315.37 0.4118 1.4587
36.77 427.64 0.7200 1.4317
108.71 477.90 0.1200 1.6864
26.71 332.86 0.2353 1.6688
83.81 342.42 0.2353 1.6502
58.04 356.22 0.0588 1.9638
77.00 374.43 0.0000 1.4719
60.03 308.38 0.5625 1.9543
85.83 428.73 0.0625 1.6545
32.34 260.38 0.5625 1.9597
27.74 355.51 0.3500 1.4397
48.05 343.38 0.3333 1.4324
98.27 373.37 0.0476 1.6028
88.74 359.39 0.1500 1.6475
72.19 260.34 0.4667 1.8906
119.33 334.36 0.2143 1.5966
64.36 386.45 0.1667 1.6840
74.85 357.48 0.4211 1.6109
57.13 405.52 0.3478 1.5143
83.09 387.43 0.4286 2.2978
38.33 334.21 0.1875 1.8611
29.10 285.41 0.2353 1.7418
51.24 352.39 0.3500 1.2248
58.87 390.54 0.4348 1.5305
55.63 273.38 0.5333 2.0885
81.47 351.16 0.0714 2.2800
60.40 374.22 0.0000 1.7827
88.16 381.46 0.1000 1.8619
70.08 493.00 0.3571 1.1398
92.32 375.38 0.2632 2.4589
33.45 243.31 0.2667 2.1667
78.67 272.37 0.8182 2.1800
53.35 332.19 0.0000 2.0111
46.92 329.40 0.1765 1.8430
55.73 365.55 0.7778 1.5780
50.16 312.42 0.4444 1.6352
66.48 447.35 0.2500 1.6147
55.98 267.12 0.0000 2.4878
64.11 257.36 0.7273 2.4036
43.86 414.30 0.3000 1.4477
84.94 370.47 0.5882 1.8686
101.78 315.35 0.5000 1.8960
43.86 399.58 0.6667 1.3994
26.79 375.53 0.6818 1.4254
63.08 250.26 0.0000 2.3097
42.23 229.28 0.2143 2.6904
44.12 356.85 0.3000 1.5389
43.18 310.81 0.3846 1.8635
47.56 269.30 0.1875 1.8368
86.75 334.35 0.2667 1.6389
69.22 381.52 0.5652 1.5016
34.48 270.36 0.2000 1.6338
50.72 239.31 0.5385 2.2550
47.36 369.51 0.5455 1.5739
73.86 391.49 0.4000 2.4399
126.74 437.45 0.2174 1.6239
72.96 422.60 0.6667 1.5638
42.98 287.45 0.5556 2.1979
54.90 497.64 0.2903 1.8021
49.85 346.47 0.6000 1.9518
99.02 386.45 0.4500 1.5182
59.39 348.49 0.7895 1.7769
41.57 328.87 0.5333 1.5354
29.10 259.37 0.2667 2.0448
79.43 398.44 0.3500 1.2402
50.38 381.45 0.3182 1.5460
63.13 309.37 0.2222 2.1069
75.63 285.30 0.1250 2.2876
57.12 434.26 0.2000 1.9213
137.66 473.56 0.3182 1.9284
67.35 251.29 0.2857 1.8565
32.78 306.38 0.5882 1.5840
72.70 373.87 0.1765 1.6582
71.48 346.46 0.5625 1.4049
92.15 486.62 0.4286 1.2009
61.08 448.59 0.2800 1.4770
73.86 403.50 0.4286 1.9198
44.76 326.39 0.2500 2.0203
101.34 395.80 0.0000 1.6715
63.68 373.47 0.3500 1.9072
90.37 364.45 0.4762 1.2770
107.78 353.38 0.2778 2.0570
42.24 298.11 0.0833 2.1544
21.26 229.32 0.3333 2.4696
81.22 428.52 0.0417 1.6545
47.78 313.36 0.0500 2.1334
109.67 278.27 0.2727 2.3743
89.02 431.42 0.0417 1.5496
50.36 354.35 0.1250 2.0673
38.33 255.26 0.4615 2.0191
100.88 374.40 0.2381 1.2685
49.17 405.45 0.0909 1.4947
29.54 233.31 0.5000 2.0259
59.81 340.81 0.1667 1.8602
80.47 332.43 0.2353 2.2450
55.40 339.42 0.0526 1.8859
84.55 473.57 0.3214 1.6137
29.02 275.36 0.1111 2.1556
46.17 315.37 0.0588 1.8275
47.56 337.30 0.2353 1.6075
109.62 494.36 0.0952 1.8661
57.38 345.15 0.0667 1.7111
38.77 371.45 0.4091 1.5514
50.80 434.51 0.2692 1.2479
93.43 414.41 0.2727 1.8543
126.69 457.44 0.1200 1.6778
96.11 450.56 0.2917 1.7068
58.95 285.13 0.0909 2.0269
68.45 263.32 0.3333 1.9014
127.08 477.55 0.1667 1.5033
70.67 333.43 0.5556 1.6404
119.82 342.45 0.5833 1.8115
125.69 352.35 0.2353 1.8424
61.88 429.52 0.2308 1.2856
118.51 373.46 0.6111 1.7211
82.82 432.48 0.2000 1.6264
32.78 386.32 0.2778 1.7548
57.95 364.47 0.3000 1.3574
50.28 374.49 0.3043 1.2949
31.72 432.61 0.4444 1.5354
69.72 495.62 0.4444 1.3431
79.31 356.81 0.5000 2.1615
68.62 313.36 0.2941 2.2932
24.94 368.52 0.4783 1.4953
102.58 344.75 0.0588 2.2859
49.64 388.92 0.3684 1.5875
40.54 295.38 0.3158 2.0536
66.48 404.51 0.3810 1.4801
38.33 381.25 0.1875 2.2094
46.61 343.38 0.1818 1.4721
119.75 333.34 0.3125 2.2643
44.81 339.44 0.3500 1.4458
75.71 452.58 0.2400 1.8047
56.13 345.51 0.6842 1.7391
29.54 289.76 0.3125 1.8314
83.98 392.48 0.2381 1.4748
64.21 326.38 0.2941 1.6948
38.33 324.21 0.1875 1.8886
46.36 264.33 0.0000 1.8600
66.92 400.50 0.3810 1.7245
47.28 324.42 0.3500 1.6538
38.33 326.21 0.1538 2.1030
71.33 348.40 0.1429 1.8532
45.46 323.44 0.3684 2.0677
104.38 345.40 0.5294 1.5507
87.74 433.56 0.3000 1.5366
73.91 436.56 0.4400 1.3467
63.05 395.53 0.3810 1.2339
74.33 392.50 0.4348 1.4242
108.93 482.92 0.2500 1.5314
62.83 451.61 0.5185 1.4429
76.15 440.52 0.2609 1.4901
58.01 362.43 0.2381 1.7533
59.39 442.56 0.4074 1.2853
60.03 466.62 0.5357 1.2985
70.05 375.49 0.4737 2.0254
42.01 400.54 0.5000 1.5191
69.62 203.25 0.3000 2.3571
73.22 327.26 0.2143 2.4766
35.53 286.30 0.1176 2.2032
66.02 462.33 0.1739 1.7409
52.65 420.32 0.1053 2.0061
70.58 491.59 0.2258 1.4557
64.36 340.30 0.3750 1.5792
92.19 338.32 0.1765 1.7812
81.70 389.47 0.3500 2.2779
49.85 378.47 0.3684 1.8008
45.23 409.60 0.5833 1.0733
90.73 453.52 0.3043 1.6536
83.64 392.39 0.1364 1.8233
81.31 424.88 0.2609 1.8425
87.22 325.44 0.7143 1.8880
41.46 248.28 0.0000 1.9419
56.25 431.48 0.4348 1.4403
49.41 416.97 0.4545 1.6861
79.21 334.38 0.3333 1.5953
53.82 411.84 0.1667 1.6958
65.08 367.84 0.2632 2.0278
78.20 343.39 0.4706 1.9109
92.59 464.57 0.4400 1.8339
63.91 363.83 0.1875 1.9114
79.82 332.38 0.1250 1.7944
62.91 351.40 0.2857 1.9503
107.50 437.84 0.0909 1.6025
85.32 405.31 0.1111 1.7720
71.76 324.41 0.2500 1.6819
63.05 387.49 0.3478 1.4059
32.78 286.38 0.4706 1.8882
72.18 317.35 0.1111 1.6703
46.09 321.40 0.1667 1.5916
76.82 295.32 0.3077 2.2459
75.36 399.23 0.0000 1.6141
61.04 346.18 0.1333 1.7035
63.57 280.33 0.1875 1.9816
58.98 412.54 0.3846 1.4660
98.54 314.30 0.1250 2.0076
61.88 386.28 0.5294 1.4395
83.12 344.39 0.2778 1.5325
55.40 291.37 0.2000 2.1672
52.89 353.58 0.0000 2.2644
125.27 389.41 0.5000 2.0714
93.25 377.45 0.2857 1.7059
36.10 418.48 0.3182 1.8457
62.30 349.50 0.7222 1.4954
45.91 401.32 0.1000 1.8927
48.39 337.47 0.4762 1.6718
64.11 257.29 0.2143 1.8992
47.89 339.37 0.2000 1.8716
90.54 338.43 0.5333 1.7499
75.71 456.59 0.1739 2.0014
105.69 459.50 0.2308 1.6219
41.29 395.93 0.3478 1.4484
68.78 441.96 0.4348 1.3653
64.52 307.44 0.7500 1.8235
114.29 341.32 0.1765 1.7467
67.15 314.39 0.5000 1.5560
77.44 274.28 0.2308 2.2655
59.59 332.43 0.2941 2.3738
53.60 424.35 0.2632 1.7462
29.10 287.79 0.2353 2.0214
72.19 404.54 0.2500 1.5662
34.89 358.47 0.0909 1.7567
42.74 350.44 0.3333 1.6368
35.22 304.42 0.4667 1.6905
70.23 289.36 0.1000 2.6246
87.98 219.20 0.1000 2.6115
89.62 265.31 0.4286 2.8332
77.77 429.47 0.1538 1.4878
52.60 222.24 0.3333 2.7191
45.15 293.16 0.1538 2.0661
76.15 476.57 0.4643 1.3250
81.35 394.48 0.3636 1.7346
122.24 410.38 0.1429 1.9373
59.31 340.21 0.3750 1.9391
63.47 404.29 0.2353 1.7698
68.40 346.39 0.1500 2.0345
87.74 283.33 0.7692 1.7605
86.71 365.17 0.0625 1.7477
67.35 378.76 0.3077 1.7186
58.20 282.34 0.1765 2.0228
121.28 382.47 0.4000 1.8694
71.78 424.88 0.1304 1.8581
68.46 486.41 0.3750 1.6566
53.32 354.50 0.5714 1.3826
57.20 365.52 0.7000 1.6638
110.80 398.42 0.2381 2.2875
76.82 323.42 0.4667 1.9886
104.03 329.41 0.5000 1.7164
21.26 325.50 0.4545 1.6990
64.15 348.45 0.2381 2.1486
46.61 297.42 0.6000 2.4470
86.37 498.63 0.4000 1.4181
81.47 314.34 0.2353 2.0395
50.16 292.43 0.7500 1.5178
37.38 295.79 0.1429 2.3911
58.56 492.67 0.3462 1.4891
66.48 495.35 0.0952 1.8674
52.60 200.23 0.8000 2.6549
69.67 332.29 0.1765 1.8375
67.43 338.41 0.3000 1.6112
73.83 414.49 0.4762 1.3718
64.36 370.36 0.2000 1.3816
75.27 358.44 0.0000 1.7278
60.85 200.24 0.7778 2.2704
62.98 348.43 0.1000 2.2488
53.60 455.60 0.3448 1.1911
54.04 355.44 0.3500 1.3495
76.66 394.47 0.3043 1.7463
63.05 411.46 0.3182 1.3348
84.23 321.34 0.0556 1.6528
21.26 338.22 0.2500 1.9581
56.75 388.54 0.6500 1.4955
68.98 435.52 0.3846 1.4211
50.80 332.44 0.6316 1.4971
59.59 300.36 0.2353 2.1188
92.78 388.44 0.2632 1.8398
29.10 401.45 0.1364 1.5982
54.02 425.30 0.1875 2.0280
72.70 397.48 0.2500 1.4408
68.31 406.50 0.4000 1.6198
48.00 299.33 0.2353 2.0839
83.55 310.38 0.4286 2.5652
75.71 420.56 0.3500 1.6208
72.80 481.98 0.3077 1.5830
49.41 377.21 0.1765 1.6818
23.55 390.62 0.5238 2.3160
91.57 316.36 0.2941 1.9670
75.19 400.91 0.4286 1.4530
50.16 450.59 0.2414 1.1395
39.08 375.39 0.2500 1.6547
47.73 354.33 0.4706 1.5918
96.69 494.62 0.4231 1.1562
94.61 276.25 0.1538 2.2741
85.84 353.43 0.4737 1.3748
106.40 308.34 0.2941 2.0497
53.43 246.31 0.5714 1.7028
59.81 378.50 0.1905 1.5617
65.08 295.28 0.0667 2.1029
88.91 363.42 0.2000 1.7512
55.40 356.24 0.1429 2.1504
64.09 379.46 0.1429 1.6049
32.34 316.40 0.1905 1.4114
24.83 250.30 0.2500 1.9497
73.32 361.44 0.5789 1.6052
59.81 276.31 0.3571 2.1807
75.27 465.76 0.0000 1.8688
84.48 348.36 0.1000 1.5017
67.79 251.28 0.4615 1.9804
52.31 336.42 0.2778 1.7733
74.85 372.28 0.2667 1.9887
73.02 443.62 0.4783 1.8201
66.48 336.39 0.2500 1.5278
100.87 352.42 0.0556 1.6980
40.62 330.40 0.5789 1.5661
69.48 474.61 0.5357 1.2362
66.82 360.85 0.3889 1.6377
41.57 221.26 0.0000 1.9604
39.44 354.71 0.1176 2.3988
72.41 216.24 0.0909 2.3779
75.71 472.99 0.2083 1.7348
78.95 433.52 0.6087 1.3355
44.70 332.26 0.3846 1.8099
67.17 391.50 0.1818 1.8455
70.59 355.44 0.4211 1.5896
45.48 340.47 0.4762 1.4586
80.76 413.50 0.3810 1.4743
67.43 298.34 0.1765 1.9795
68.02 362.22 0.1176 1.9146
49.50 312.41 0.5263 1.5805
76.82 359.43 0.4737 1.9611
83.76 375.45 0.3333 1.7537
48.15 266.30 0.1250 2.0205
70.08 376.91 0.6250 2.2666
33.95 272.40 0.5000 2.2735
50.36 370.86 0.0526 1.5401
38.33 345.44 0.1739 1.6374
65.90 449.60 0.5556 1.2148
36.95 360.64 0.0000 2.0064
89.80 449.29 0.1429 1.6648
28.68 296.37 0.0000 1.8988
112.64 328.34 0.2857 1.6540
66.24 411.53 0.3182 1.6602
84.15 403.49 0.3913 1.2878
29.10 295.77 0.0556 1.8327
92.50 347.44 0.2353 2.0028
85.05 378.44 0.3000 1.3933
72.82 383.45 0.1304 1.6710
46.92 297.28 0.2857 2.2502
72.87 450.55 0.1852 1.4048
88.91 482.37 0.2000 1.5928
24.06 263.13 0.1250 2.8346
105.39 354.46 0.4286 2.0245
43.86 347.43 0.5789 1.4958
41.29 329.42 0.5263 1.4231
73.82 406.49 0.3913 1.6247
41.93 344.25 0.6000 2.1922
69.85 313.36 0.2941 1.6523
85.98 409.45 0.3810 1.2891
83.81 383.45 0.3333 1.6320
32.34 264.34 0.5333 1.8377
69.72 387.93 0.5882 2.2273
83.31 270.35 0.5833 2.7984
75.71 442.99 0.4211 1.5564
91.57 437.48 0.3043 1.3926
66.65 469.52 0.1786 1.3052
64.74 359.43 0.1905 1.8573
80.12 405.50 0.3913 1.1688
68.12 221.21 0.2727 2.1113
47.03 353.47 0.1053 1.5921
87.08 351.45 0.4000 1.8138
77.25 421.88 0.1739 1.5733
63.94 338.45 0.7222 1.6104
84.58 352.39 0.2000 2.1599
41.37 328.44 0.5294 1.5753
98.72 388.88 0.1765 1.6667
42.84 344.50 0.7500 1.3019
50.80 332.44 0.5263 2.0511
39.44 334.42 0.3182 1.8022
62.30 321.38 0.3158 1.4020
23.55 372.87 0.2857 1.5707
106.73 415.46 0.1364 1.5018
73.22 389.45 0.2105 2.1173
66.48 497.83 0.1364 1.9132
72.68 378.46 0.0667 1.8689
71.53 353.83 0.2667 1.9377
50.69 294.35 0.2222 1.5142
62.30 367.47 0.2500 1.6130
77.52 387.25 0.2143 2.4847
56.75 414.51 0.3200 1.3072
107.18 400.48 0.5882 1.6105
77.52 370.45 0.4762 2.0561
71.93 307.40 0.3684 2.2970
64.63 437.92 0.2800 1.8094
53.32 425.58 0.6667 1.3470
76.43 386.26 0.1333 2.0112
84.59 262.26 0.2308 2.1101
79.62 308.36 0.2143 2.1634
75.63 309.75 0.3333 2.1801
94.23 359.45 0.4118 1.7531
81.93 423.95 0.2941 1.5798
37.30 226.28 0.1333 2.5943
32.78 276.38 0.5625 1.9004
72.18 327.41 0.2500 1.4680
79.90 358.40 0.1176 1.5645
53.82 261.35 0.3077 1.9272
64.63 319.38 0.2500 1.8900
32.70 313.42 0.3333 1.8381
81.35 434.52 0.3043 1.2776
39.26 375.29 0.1176 2.0940
93.38 379.42 0.3000 1.4345
47.36 405.54 0.4400 1.4962
99.49 447.54 0.3200 1.4748
53.60 389.91 0.2632 1.7076
89.60 290.35 0.1538 2.2410
67.35 354.45 0.4500 1.4859
65.78 305.31 0.0556 1.9772
71.45 367.45 0.5000 1.4393
45.55 365.41 0.2381 1.4509
88.64 398.47 0.1111 1.8591
31.35 327.47 0.5714 1.5800
62.30 315.76 0.1875 1.6733
70.16 461.56 0.4348 1.2761
72.19 321.23 0.5000 2.2834
43.26 358.49 0.2222 1.9614
85.32 381.46 0.2632 1.3388
54.02 313.43 0.2353 1.9915
109.33 366.42 0.2857 1.6665
60.25 292.38 0.8000 1.5919
83.99 396.51 0.5789 2.2079
65.08 337.36 0.2222 1.8918
105.57 391.22 0.2941 2.2337
44.37 303.43 0.3750 2.4402
46.61 348.26 0.5385 2.2994
113.30 462.53 0.3810 1.7165
40.62 286.38 0.5294 1.5568
77.04 373.53 0.5263 1.4932
62.55 318.42 0.6667 1.4609
72.48 397.50 0.2381 1.6016
94.22 469.54 0.4800 1.6082
66.40 225.63 0.0000 2.6700
29.10 231.34 0.5333 1.8003
72.24 250.30 0.4615 2.7271
93.09 472.47 0.2500 1.9684
81.93 339.40 0.4444 1.6597
47.56 343.47 0.6667 1.4915
49.74 335.45 0.4000 1.4388
79.79 453.09 0.0625 1.8451
76.39 403.46 0.0455 1.4115
57.69 365.28 0.5000 2.1629
78.79 342.40 0.3889 1.6424
31.96 213.28 0.3077 2.6571
63.05 423.59 0.4348 1.2431
60.03 352.39 0.3500 1.4732
100.35 457.53 0.2308 1.6574
81.70 301.36 0.4615 2.7827
38.33 349.45 0.0952 1.5773
76.11 302.28 0.2500 2.2240
64.63 325.43 0.6250 2.3911
62.76 363.42 0.2381 1.4027
85.83 325.35 0.1176 1.9388
46.61 331.44 0.3333 1.7826
32.78 324.42 0.3500 1.7728
50.16 358.46 0.5000 1.4508
73.45 325.42 0.4118 1.8115
84.43 342.36 0.3529 1.6576
51.22 290.75 0.2000 1.8174
73.91 283.40 0.7500 1.5583
56.51 368.82 0.2381 1.6227
47.56 333.39 0.0952 1.6778
86.48 377.40 0.2857 1.1616
64.68 323.18 0.0667 2.1211
57.76 325.42 0.3889 1.8585
32.34 300.45 0.6316 1.5887
69.10 296.15 0.0000 2.2088
67.59 295.38 0.7333 2.1053
41.57 416.51 0.4583 1.4216
87.58 308.38 0.6667 2.1524
62.13 268.70 0.3333 2.4023
91.75 362.39 0.2105 1.5994
98.64 323.67 0.0000 2.4010
55.84 369.46 0.3636 2.2645
121.96 411.39 0.0500 1.6864
44.81 444.02 0.4800 1.4956
60.93 465.98 0.4091 1.3098
24.30 362.52 0.5217 1.1878
83.76 365.45 0.5294 1.6557
56.94 400.53 0.3200 1.6075
84.55 387.48 0.4762 2.3594
72.70 435.58 0.1818 1.5190
41.99 226.28 0.1429 2.2513
77.89 483.59 0.5000 1.5145
72.81 353.42 0.3500 1.7288
55.13 384.46 0.0435 1.5914
63.91 333.46 0.6250 1.5807
82.61 466.56 0.4615 1.3241
48.53 273.73 0.1538 2.0637
80.20 453.49 0.2400 1.8913
100.01 374.49 0.1176 1.5280
51.02 320.40 0.2105 1.9635
88.69 365.75 0.1250 1.5098
83.08 270.25 0.0769 1.9426
59.59 462.50 0.2222 1.6390
90.18 274.28 0.2308 2.3500
47.56 297.35 0.1667 2.0929
29.10 251.40 0.5000 2.6440
76.15 390.48 0.5714 2.4703
70.25 402.50 0.3333 1.1856
78.00 365.45 0.5294 1.8628
